Datetime,Energy_kWh
1/5/2021 5:00,4361.58
1/5/2021 6:00,4553.28
1/5/2021 7:00,4823.28
1/5/2021 8:00,5001.156
1/5/2021 9:00,5025.996
1/5/2021 10:00,4969.08
1/5/2021 11:00,4898.88
1/5/2021 12:00,4826.196
1/5/2021 13:00,4762.476
1/5/2021 14:00,4710.42
1/5/2021 15:00,4683.744
1/5/2021 16:00,4744.44
1/5/2021 17:00,4959.036
1/5/2021 18:00,5286.06
1/5/2021 19:00,5294.268
1/5/2021 20:00,5232.06
1/5/2021 21:00,5161.104
1/5/2021 22:00,5021.568
1/5/2021 23:00,4823.388
1/6/2021 0:00,4620.132
1/6/2021 1:00,4485.78
1/6/2021 2:00,4410.072
1/6/2021 3:00,4378.32
1/6/2021 4:00,4377.672
1/6/2021 5:00,4418.172
1/6/2021 6:00,4510.62
1/6/2021 7:00,4653.612
1/6/2021 8:00,4776.948
1/6/2021 9:00,4822.956
1/6/2021 10:00,4801.356
1/6/2021 11:00,4742.496
1/6/2021 12:00,4676.184
1/6/2021 13:00,4599.612
1/6/2021 14:00,4547.124
1/6/2021 15:00,4529.52
1/6/2021 16:00,4594.536
1/6/2021 17:00,4807.728
1/6/2021 18:00,5116.176
1/6/2021 19:00,5153.112
1/6/2021 20:00,5106.996
1/6/2021 21:00,5060.88
1/6/2021 22:00,4945.86
1/6/2021 23:00,4786.56
1/7/2021 0:00,4619.916
1/7/2021 1:00,4494.096
1/7/2021 2:00,4417.416
1/7/2021 3:00,4391.712
1/7/2021 4:00,4397.76
1/7/2021 5:00,4431.78
1/7/2021 6:00,4518.072
1/7/2021 7:00,4628.88
1/7/2021 8:00,4735.152
1/7/2021 9:00,4753.188
1/7/2021 10:00,4655.664
1/7/2021 11:00,4543.884
1/7/2021 12:00,4438.044
1/7/2021 13:00,4342.464
1/7/2021 14:00,4267.296
1/7/2021 15:00,4258.656
1/7/2021 16:00,4344.192
1/7/2021 17:00,4555.98
1/7/2021 18:00,4868.64
1/7/2021 19:00,4909.788
1/7/2021 20:00,4863.672
1/7/2021 21:00,4798.872
1/7/2021 22:00,4636.764
1/7/2021 23:00,4406.076
1/8/2021 0:00,4202.388
1/8/2021 1:00,4077
1/8/2021 2:00,3988.548
1/8/2021 3:00,3967.38
1/8/2021 4:00,3976.02
1/8/2021 5:00,4052.16
1/8/2021 6:00,4264.92
1/8/2021 7:00,4606.956
1/8/2021 8:00,4762.584
1/8/2021 9:00,4696.056
1/8/2021 10:00,4613.22
1/8/2021 11:00,4512.348
1/8/2021 12:00,4428.216
1/8/2021 13:00,4366.332
1/8/2021 14:00,4342.68
1/8/2021 15:00,4341.6
1/8/2021 16:00,4361.58
1/8/2021 17:00,4484.7
1/8/2021 18:00,4696.596
1/8/2021 19:00,4652.424
1/8/2021 20:00,4548.096
1/8/2021 21:00,4406.076
1/8/2021 22:00,4192.452
1/8/2021 23:00,3918.996
1/9/2021 0:00,3680.316
1/9/2021 1:00,3514.536
1/9/2021 2:00,3426.084
1/9/2021 3:00,3404.052
1/9/2021 4:00,3431.484
1/9/2021 5:00,3527.064
1/9/2021 6:00,3753.54
1/9/2021 7:00,4086.504
1/9/2021 8:00,4260.924
1/9/2021 9:00,4220.856
1/9/2021 10:00,4042.764
1/9/2021 11:00,3897.504
1/9/2021 12:00,3785.184
1/9/2021 13:00,3700.188
1/9/2021 14:00,3639.6
1/9/2021 15:00,3600.288
1/9/2021 16:00,3634.524
1/9/2021 17:00,3782.592
1/9/2021 18:00,4089.744
1/9/2021 19:00,4158.648
1/9/2021 20:00,4149.576
1/9/2021 21:00,4096.008
1/9/2021 22:00,3965.004
1/9/2021 23:00,3747.492
1/10/2021 0:00,3558.384
1/10/2021 1:00,3428.784
1/10/2021 2:00,3377.916
1/10/2021 3:00,3372.732
1/10/2021 4:00,3399.948
1/10/2021 5:00,3496.392
1/10/2021 6:00,3745.44
1/10/2021 7:00,4131.756
1/10/2021 8:00,4307.796
1/10/2021 9:00,4224.42
1/10/2021 10:00,4046.652
1/10/2021 11:00,3901.068
1/10/2021 12:00,3800.088
1/10/2021 13:00,3731.832
1/10/2021 14:00,3709.368
1/10/2021 15:00,3719.088
1/10/2021 16:00,3766.068
1/10/2021 17:00,3900.42
1/10/2021 18:00,4132.728
1/10/2021 19:00,4139.64
1/10/2021 20:00,4084.452
1/10/2021 21:00,3982.716
1/10/2021 22:00,3801.168
1/10/2021 23:00,3541.428
1/11/2021 0:00,3294.108
1/11/2021 1:00,3133.836
1/11/2021 2:00,3044.196
1/11/2021 3:00,3001.86
1/11/2021 4:00,3001.644
1/11/2021 5:00,3079.296
1/11/2021 6:00,3290.76
1/11/2021 7:00,3633.66
1/11/2021 8:00,3805.38
1/11/2021 9:00,3765.744
1/11/2021 10:00,3694.032
1/11/2021 11:00,3603.096
1/11/2021 12:00,3534.624
1/11/2021 13:00,3452.868
1/11/2021 14:00,3403.296
1/11/2021 15:00,3370.356
1/11/2021 16:00,3374.136
1/11/2021 17:00,3480.192
1/11/2021 18:00,3718.332
1/11/2021 19:00,3729.996
1/11/2021 20:00,3676.86
1/11/2021 21:00,3586.032
1/11/2021 22:00,3412.908
1/11/2021 23:00,3170.448
1/12/2021 0:00,2943.648
1/12/2021 1:00,2771.604
1/12/2021 2:00,2663.388
1/12/2021 3:00,2610.792
1/12/2021 4:00,2602.152
1/12/2021 5:00,2642.22
1/12/2021 6:00,2817.504
1/12/2021 7:00,3149.496
1/12/2021 8:00,3351.996
1/12/2021 9:00,3375.108
1/12/2021 10:00,3390.768
1/12/2021 11:00,3421.872
1/12/2021 12:00,3418.956
1/12/2021 13:00,3389.904
1/12/2021 14:00,3360.312
1/12/2021 15:00,3322.62
1/12/2021 16:00,3300.804
1/12/2021 17:00,3387.312
1/12/2021 18:00,3520.692
1/12/2021 19:00,3476.196
1/12/2021 20:00,3389.472
1/12/2021 21:00,3282.768
1/12/2021 22:00,3149.496
1/12/2021 23:00,2975.94
1/13/2021 0:00,2781.756
1/13/2021 1:00,2622.996
1/13/2021 2:00,2536.488
1/13/2021 3:00,2485.188
1/13/2021 4:00,2474.172
1/13/2021 5:00,2507.652
1/13/2021 6:00,2612.952
1/13/2021 7:00,2806.164
1/13/2021 8:00,3036.96
1/13/2021 9:00,3265.488
1/13/2021 10:00,3437.856
1/13/2021 11:00,3496.824
1/13/2021 12:00,3479.004
1/13/2021 13:00,3434.076
1/13/2021 14:00,3406.212
1/13/2021 15:00,3414.096
1/13/2021 16:00,3503.088
1/13/2021 17:00,3709.476
1/13/2021 18:00,3978.612
1/13/2021 19:00,4079.484
1/13/2021 20:00,4066.308
1/13/2021 21:00,4083.912
1/13/2021 22:00,4014.684
1/13/2021 23:00,3907.224
1/14/2021 0:00,3779.892
1/14/2021 1:00,3677.616
1/14/2021 2:00,3637.116
1/14/2021 3:00,3619.512
1/14/2021 4:00,3648.132
1/14/2021 5:00,3700.188
1/14/2021 6:00,3796.632
1/14/2021 7:00,3942.648
1/14/2021 8:00,4050.972
1/14/2021 9:00,4120.956
1/14/2021 10:00,4079.052
1/14/2021 11:00,4000.428
1/14/2021 12:00,3911.544
1/14/2021 13:00,3836.592
1/14/2021 14:00,3771.252
1/14/2021 15:00,3755.376
1/14/2021 16:00,3815.316
1/14/2021 17:00,4015.764
1/14/2021 18:00,4353.912
1/14/2021 19:00,4432.86
1/14/2021 20:00,4413.312
1/14/2021 21:00,4377.672
1/14/2021 22:00,4280.472
1/14/2021 23:00,4117.608
1/15/2021 0:00,3960.576
1/15/2021 1:00,3858.3
1/15/2021 2:00,3811.104
1/15/2021 3:00,3806.136
1/15/2021 4:00,3830.112
1/15/2021 5:00,3918.888
1/15/2021 6:00,4113.288
1/15/2021 7:00,4354.668
1/15/2021 8:00,4515.048
1/15/2021 9:00,4554.9
1/15/2021 10:00,4540.212
1/15/2021 11:00,4484.052
1/15/2021 12:00,4427.676
1/15/2021 13:00,4361.904
1/15/2021 14:00,4301.964
1/15/2021 15:00,4236.084
1/15/2021 16:00,4233.276
1/15/2021 17:00,4345.812
1/15/2021 18:00,4559.652
1/15/2021 19:00,4562.892
1/15/2021 20:00,4489.236
1/15/2021 21:00,4379.94
1/15/2021 22:00,4187.484
1/15/2021 23:00,3922.884
1/16/2021 0:00,3696.516
1/16/2021 1:00,3535.596
1/16/2021 2:00,3467.88
1/16/2021 3:00,3432.132
1/16/2021 4:00,3443.58
1/16/2021 5:00,3535.488
1/16/2021 6:00,3756.456
1/16/2021 7:00,4107.024
1/16/2021 8:00,4288.788
1/16/2021 9:00,4269.132
1/16/2021 10:00,4201.848
1/16/2021 11:00,4103.136
1/16/2021 12:00,3996.648
1/16/2021 13:00,3897.396
1/16/2021 14:00,3847.068
1/16/2021 15:00,3831.408
1/16/2021 16:00,3859.272
1/16/2021 17:00,3990.168
1/16/2021 18:00,4241.7
1/16/2021 19:00,4270.644
1/16/2021 20:00,4219.884
1/16/2021 21:00,4125.276
1/16/2021 22:00,3939.408
1/16/2021 23:00,3691.872
1/17/2021 0:00,3467.556
1/17/2021 1:00,3312.684
1/17/2021 2:00,3244.104
1/17/2021 3:00,3219.372
1/17/2021 4:00,3239.676
1/17/2021 5:00,3348.108
1/17/2021 6:00,3580.848
1/17/2021 7:00,3919.536
1/17/2021 8:00,4143.636
1/17/2021 9:00,4216.428
1/17/2021 10:00,4262.328
1/17/2021 11:00,4295.592
1/17/2021 12:00,4302.072
1/17/2021 13:00,4280.04
1/17/2021 14:00,4261.356
1/17/2021 15:00,4244.076
1/17/2021 16:00,4267.512
1/17/2021 17:00,4376.916
1/17/2021 18:00,4636.008
1/17/2021 19:00,4684.284
1/17/2021 20:00,4644.432
1/17/2021 21:00,4557.6
1/17/2021 22:00,4397.436
1/17/2021 23:00,4171.932
1/18/2021 0:00,3975.804
1/18/2021 1:00,3862.836
1/18/2021 2:00,3822.228
1/18/2021 3:00,3818.016
1/18/2021 4:00,3861.216
1/18/2021 5:00,3949.02
1/18/2021 6:00,4182.408
1/18/2021 7:00,4545.396
1/18/2021 8:00,4717.332
1/18/2021 9:00,4614.408
1/18/2021 10:00,4434.588
1/18/2021 11:00,4277.124
1/18/2021 12:00,4144.5
1/18/2021 13:00,4018.572
1/18/2021 14:00,3939.408
1/18/2021 15:00,3881.628
1/18/2021 16:00,3898.584
1/18/2021 17:00,4040.064
1/18/2021 18:00,4314.6
1/18/2021 19:00,4397.652
1/18/2021 20:00,4372.488
1/18/2021 21:00,4308.012
1/18/2021 22:00,4163.616
1/18/2021 23:00,3940.812
1/19/2021 0:00,3742.308
1/19/2021 1:00,3612.276
1/19/2021 2:00,3552.336
1/19/2021 3:00,3534.948
1/19/2021 4:00,3565.728
1/19/2021 5:00,3667.464
1/19/2021 6:00,3897.396
1/19/2021 7:00,4264.812
1/19/2021 8:00,4421.736
1/19/2021 9:00,4319.028
1/19/2021 10:00,4139.208
1/19/2021 11:00,3973.968
1/19/2021 12:00,3824.172
1/19/2021 13:00,3708.72
1/19/2021 14:00,3630.744
1/19/2021 15:00,3578.04
1/19/2021 16:00,3579.768
1/19/2021 17:00,3680.64
1/19/2021 18:00,3932.82
1/19/2021 19:00,4001.184
1/19/2021 20:00,3963.06
1/19/2021 21:00,3894.804
1/19/2021 22:00,3780.432
1/19/2021 23:00,3602.016
1/20/2021 0:00,3429.54
1/20/2021 1:00,3280.392
1/20/2021 2:00,3199.176
1/20/2021 3:00,3163.428
1/20/2021 4:00,3155.22
1/20/2021 5:00,3189.672
1/20/2021 6:00,3273.912
1/20/2021 7:00,3406.86
1/20/2021 8:00,3515.184
1/20/2021 9:00,3547.044
1/20/2021 10:00,3473.064
1/20/2021 11:00,3370.032
1/20/2021 12:00,3274.128
1/20/2021 13:00,3181.032
1/20/2021 14:00,3100.032
1/20/2021 15:00,3062.556
1/20/2021 16:00,3081.024
1/20/2021 17:00,3180.816
1/20/2021 18:00,3429.864
1/20/2021 19:00,3505.572
1/20/2021 20:00,3477.924
1/20/2021 21:00,3438.828
1/20/2021 22:00,3362.58
1/20/2021 23:00,3228.768
1/21/2021 0:00,3089.988
1/21/2021 1:00,2973.132
1/21/2021 2:00,2909.844
1/21/2021 3:00,2881.764
1/21/2021 4:00,2873.448
1/21/2021 5:00,2902.284
1/21/2021 6:00,2975.616
1/21/2021 7:00,3084.156
1/21/2021 8:00,3169.368
1/21/2021 9:00,3246.588
1/21/2021 10:00,3255.336
1/21/2021 11:00,3208.464
1/21/2021 12:00,3171.42
1/21/2021 13:00,3118.608
1/21/2021 14:00,3077.568
1/21/2021 15:00,3073.68
1/21/2021 16:00,3102.192
1/21/2021 17:00,3225.204
1/21/2021 18:00,3446.172
1/21/2021 19:00,3517.452
1/21/2021 20:00,3446.928
1/21/2021 21:00,3379.752
1/21/2021 22:00,3240.972
1/21/2021 23:00,3078.324
1/22/2021 0:00,2876.904
1/22/2021 1:00,2742.12
1/22/2021 2:00,2671.596
1/22/2021 3:00,2640.276
1/22/2021 4:00,2646.432
1/22/2021 5:00,2734.992
1/22/2021 6:00,2959.524
1/22/2021 7:00,3332.556
1/22/2021 8:00,3523.5
1/22/2021 9:00,3523.932
1/22/2021 10:00,3490.776
1/22/2021 11:00,3443.04
1/22/2021 12:00,3373.704
1/22/2021 13:00,3327.372
1/22/2021 14:00,3299.94
1/22/2021 15:00,3271.536
1/22/2021 16:00,3277.476
1/22/2021 17:00,3378.348
1/22/2021 18:00,3620.916
1/22/2021 19:00,3668.652
1/22/2021 20:00,3619.296
1/22/2021 21:00,3522.312
1/22/2021 22:00,3356.1
1/22/2021 23:00,3127.032
1/23/2021 0:00,2916.864
1/23/2021 1:00,2767.5
1/23/2021 2:00,2681.748
1/23/2021 3:00,2645.568
1/23/2021 4:00,2645.676
1/23/2021 5:00,2717.712
1/23/2021 6:00,2930.58
1/23/2021 7:00,3272.724
1/23/2021 8:00,3476.412
1/23/2021 9:00,3474.576
1/23/2021 10:00,3463.668
1/23/2021 11:00,3428.352
1/23/2021 12:00,3371.976
1/23/2021 13:00,3296.16
1/23/2021 14:00,3235.14
1/23/2021 15:00,3233.412
1/23/2021 16:00,3264.624
1/23/2021 17:00,3369.384
1/23/2021 18:00,3578.472
1/23/2021 19:00,3655.692
1/23/2021 20:00,3617.676
1/23/2021 21:00,3550.824
1/23/2021 22:00,3399.408
1/23/2021 23:00,3179.628
1/24/2021 0:00,2984.04
1/24/2021 1:00,2842.776
1/24/2021 2:00,2777.436
1/24/2021 3:00,2748.924
1/24/2021 4:00,2769.768
1/24/2021 5:00,2865.672
1/24/2021 6:00,3104.244
1/24/2021 7:00,3477.924
1/24/2021 8:00,3681.72
1/24/2021 9:00,3698.136
1/24/2021 10:00,3684.204
1/24/2021 11:00,3641.004
1/24/2021 12:00,3568.212
1/24/2021 13:00,3515.616
1/24/2021 14:00,3510
1/24/2021 15:00,3524.472
1/24/2021 16:00,3596.076
1/24/2021 17:00,3746.304
1/24/2021 18:00,3994.056
1/24/2021 19:00,4057.452
1/24/2021 20:00,4029.804
1/24/2021 21:00,3958.2
1/24/2021 22:00,3798.036
1/24/2021 23:00,3555.144
1/25/2021 0:00,3352.32
1/25/2021 1:00,3222.72
1/25/2021 2:00,3164.184
1/25/2021 3:00,3155.112
1/25/2021 4:00,3186.216
1/25/2021 5:00,3290.652
1/25/2021 6:00,3538.296
1/25/2021 7:00,3934.872
1/25/2021 8:00,4117.716
1/25/2021 9:00,4040.928
1/25/2021 10:00,3906.252
1/25/2021 11:00,3803.436
1/25/2021 12:00,3714.768
1/25/2021 13:00,3640.248
1/25/2021 14:00,3600.612
1/25/2021 15:00,3578.58
1/25/2021 16:00,3620.592
1/25/2021 17:00,3778.704
1/25/2021 18:00,4064.148
1/25/2021 19:00,4186.296
1/25/2021 20:00,4174.308
1/25/2021 21:00,4110.156
1/25/2021 22:00,3972.456
1/25/2021 23:00,3758.94
1/26/2021 0:00,3566.268
1/26/2021 1:00,3439.8
1/26/2021 2:00,3393.468
1/26/2021 3:00,3388.392
1/26/2021 4:00,3423.6
1/26/2021 5:00,3536.46
1/26/2021 6:00,3777.84
1/26/2021 7:00,4159.62
1/26/2021 8:00,4318.38
1/26/2021 9:00,4208.544
1/26/2021 10:00,3979.692
1/26/2021 11:00,3814.884
1/26/2021 12:00,3675.456
1/26/2021 13:00,3554.928
1/26/2021 14:00,3489.804
1/26/2021 15:00,3453.192
1/26/2021 16:00,3472.632
1/26/2021 17:00,3598.236
1/26/2021 18:00,3851.28
1/26/2021 19:00,3941.136
1/26/2021 20:00,3903.228
1/26/2021 21:00,3836.052
1/26/2021 22:00,3723.192
1/26/2021 23:00,3541.968
1/27/2021 0:00,3363.336
1/27/2021 1:00,3231.144
1/27/2021 2:00,3153.6
1/27/2021 3:00,3117.312
1/27/2021 4:00,3116.124
1/27/2021 5:00,3148.848
1/27/2021 6:00,3239.136
1/27/2021 7:00,3380.508
1/27/2021 8:00,3494.988
1/27/2021 9:00,3523.5
1/27/2021 10:00,3436.02
1/27/2021 11:00,3327.048
1/27/2021 12:00,3218.4
1/27/2021 13:00,3108.24
1/27/2021 14:00,3032.856
1/27/2021 15:00,3004.56
1/27/2021 16:00,3035.556
1/27/2021 17:00,3124.44
1/27/2021 18:00,3325.968
1/27/2021 19:00,3363.768
1/27/2021 20:00,3305.772
1/27/2021 21:00,3229.632
1/27/2021 22:00,3113.64
1/27/2021 23:00,2960.712
1/28/2021 0:00,2789.964
1/28/2021 1:00,2644.272
1/28/2021 2:00,2549.448
1/28/2021 3:00,2499.336
1/28/2021 4:00,2473.308
1/28/2021 5:00,2481.192
1/28/2021 6:00,2535.516
1/28/2021 7:00,2630.556
1/28/2021 8:00,2747.844
1/28/2021 9:00,2886.3
1/28/2021 10:00,3010.716
1/28/2021 11:00,3085.128
1/28/2021 12:00,3123.252
1/28/2021 13:00,3119.256
1/28/2021 14:00,3089.448
1/28/2021 15:00,3080.592
1/28/2021 16:00,3100.464
1/28/2021 17:00,3196.368
1/28/2021 18:00,3408.372
1/28/2021 19:00,3459.132
1/28/2021 20:00,3420.144
1/28/2021 21:00,3339.468
1/28/2021 22:00,3209.868
1/28/2021 23:00,3028.212
1/29/2021 0:00,2861.352
1/29/2021 1:00,2742.876
1/29/2021 2:00,2685.204
1/29/2021 3:00,2671.488
1/29/2021 4:00,2699.892
1/29/2021 5:00,2809.08
1/29/2021 6:00,3058.128
1/29/2021 7:00,3444.768
1/29/2021 8:00,3664.008
1/29/2021 9:00,3669.084
1/29/2021 10:00,3638.952
1/29/2021 11:00,3606.336
1/29/2021 12:00,3568.104
1/29/2021 13:00,3551.148
1/29/2021 14:00,3565.08
1/29/2021 15:00,3565.188
1/29/2021 16:00,3590.568
1/29/2021 17:00,3685.716
1/29/2021 18:00,3888.216
1/29/2021 19:00,3925.152
1/29/2021 20:00,3874.932
1/29/2021 21:00,3778.272
1/29/2021 22:00,3599.316
1/29/2021 23:00,3359.556
1/30/2021 0:00,3156.732
1/30/2021 1:00,3017.736
1/30/2021 2:00,2957.688
1/30/2021 3:00,2943.648
1/30/2021 4:00,2973.24
1/30/2021 5:00,3071.736
1/30/2021 6:00,3312.684
1/30/2021 7:00,3685.068
1/30/2021 8:00,3891.132
1/30/2021 9:00,3925.26
1/30/2021 10:00,3929.04
1/30/2021 11:00,3937.14
1/30/2021 12:00,3938.544
1/30/2021 13:00,3934.656
1/30/2021 14:00,3933.036
1/30/2021 15:00,3924.72
1/30/2021 16:00,3946.32
1/30/2021 17:00,4073.976
1/30/2021 18:00,4346.136
1/30/2021 19:00,4464.18
1/30/2021 20:00,4453.596
1/30/2021 21:00,4391.388
1/30/2021 22:00,4228.416
1/30/2021 23:00,4013.172
1/31/2021 0:00,3821.04
1/31/2021 1:00,3695.004
1/31/2021 2:00,3634.956
1/31/2021 3:00,3634.956
1/31/2021 4:00,3664.44
1/31/2021 5:00,3777.084
1/31/2021 6:00,4031.856
1/31/2021 7:00,4412.232
1/31/2021 8:00,4546.368
1/31/2021 9:00,4426.596
1/31/2021 10:00,4250.556
1/31/2021 11:00,4098.276
1/31/2021 12:00,3969
1/31/2021 13:00,3867.372
1/31/2021 14:00,3820.932
1/31/2021 15:00,3819.204
1/31/2021 16:00,3892.752
1/31/2021 17:00,4029.372
1/31/2021 18:00,4280.688
1/31/2021 19:00,4375.08
1/31/2021 20:00,4325.832
1/31/2021 21:00,4223.232
1/31/2021 22:00,4031.748
1/31/2021 23:00,3742.308
2/1/2021 0:00,3505.788
2/1/2021 1:00,3331.044
2/1/2021 2:00,3237.948
2/1/2021 3:00,3195.828
2/1/2021 4:00,3199.932
2/1/2021 5:00,3270.456
2/1/2021 6:00,3490.344
2/1/2021 7:00,3833.028
2/1/2021 8:00,3992.328
2/1/2021 9:00,3960.792
2/1/2021 10:00,3901.284
2/1/2021 11:00,3837.996
2/1/2021 12:00,3764.772
2/1/2021 13:00,3690.792
2/1/2021 14:00,3633.552
2/1/2021 15:00,3606.228
2/1/2021 16:00,3610.008
2/1/2021 17:00,3696.948
2/1/2021 18:00,3884.76
2/1/2021 19:00,3914.676
2/1/2021 20:00,3863.376
2/1/2021 21:00,3757.644
2/1/2021 22:00,3591.216
2/1/2021 23:00,3360.528
2/2/2021 0:00,3162.024
2/2/2021 1:00,3022.92
2/2/2021 2:00,2960.28
2/2/2021 3:00,2941.164
2/2/2021 4:00,2957.04
2/2/2021 5:00,3069.36
2/2/2021 6:00,3345.516
2/2/2021 7:00,3735.72
2/2/2021 8:00,3989.304
2/2/2021 9:00,4014.9
2/2/2021 10:00,3964.356
2/2/2021 11:00,3962.628
2/2/2021 12:00,3963.924
2/2/2021 13:00,3955.176
2/2/2021 14:00,3949.452
2/2/2021 15:00,3963.168
2/2/2021 16:00,4028.184
2/2/2021 17:00,4187.268
2/2/2021 18:00,4442.58
2/2/2021 19:00,4550.904
2/2/2021 20:00,4508.46
2/2/2021 21:00,4442.472
2/2/2021 22:00,4320
2/2/2021 23:00,4131.108
2/3/2021 0:00,3946.752
2/3/2021 1:00,3799.44
2/3/2021 2:00,3725.244
2/3/2021 3:00,3692.628
2/3/2021 4:00,3701.916
2/3/2021 5:00,3745.116
2/3/2021 6:00,3851.604
2/3/2021 7:00,4018.248
2/3/2021 8:00,4125.384
2/3/2021 9:00,4122.576
2/3/2021 10:00,4023.756
2/3/2021 11:00,3912.624
2/3/2021 12:00,3803.652
2/3/2021 13:00,3681.612
2/3/2021 14:00,3571.02
2/3/2021 15:00,3522.204
2/3/2021 16:00,3546.288
2/3/2021 17:00,3672.972
2/3/2021 18:00,3927.204
2/3/2021 19:00,4065.12
2/3/2021 20:00,4039.2
2/3/2021 21:00,3982.068
2/3/2021 22:00,3863.592
2/3/2021 23:00,3690.036
2/4/2021 0:00,3502.98
2/4/2021 1:00,3353.292
2/4/2021 2:00,3250.8
2/4/2021 3:00,3188.268
2/4/2021 4:00,3159.54
2/4/2021 5:00,3164.076
2/4/2021 6:00,3215.268
2/4/2021 7:00,3311.064
2/4/2021 8:00,3393.576
2/4/2021 9:00,3493.908
2/4/2021 10:00,3587.976
2/4/2021 11:00,3642.732
2/4/2021 12:00,3686.148
2/4/2021 13:00,3710.556
2/4/2021 14:00,3723.192
2/4/2021 15:00,3740.472
2/4/2021 16:00,3774.6
2/4/2021 17:00,3862.404
2/4/2021 18:00,3990.816
2/4/2021 19:00,3904.74
2/4/2021 20:00,3754.944
2/4/2021 21:00,3665.52
2/4/2021 22:00,3544.884
2/4/2021 23:00,3410.532
2/5/2021 0:00,3297.456
2/5/2021 1:00,3152.304
2/5/2021 2:00,3062.232
2/5/2021 3:00,3033.288
2/5/2021 4:00,3058.344
2/5/2021 5:00,3149.604
2/5/2021 6:00,3378.888
2/5/2021 7:00,3723.084
2/5/2021 8:00,3927.744
2/5/2021 9:00,3974.724
2/5/2021 10:00,3912.408
2/5/2021 11:00,3834.216
2/5/2021 12:00,3762.396
2/5/2021 13:00,3713.904
2/5/2021 14:00,3669.84
2/5/2021 15:00,3641.652
2/5/2021 16:00,3673.62
2/5/2021 17:00,3815.856
2/5/2021 18:00,4112.1
2/5/2021 19:00,4297.752
2/5/2021 20:00,4295.052
2/5/2021 21:00,4240.08
2/5/2021 22:00,4084.56
2/5/2021 23:00,3847.716
2/6/2021 0:00,3651.48
2/6/2021 1:00,3514.86
2/6/2021 2:00,3445.2
2/6/2021 3:00,3405.24
2/6/2021 4:00,3409.776
2/6/2021 5:00,3493.26
2/6/2021 6:00,3720.168
2/6/2021 7:00,4075.488
2/6/2021 8:00,4220.64
